Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Exam_Score,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Previous_Scores,Student_ID
17,88,4.98,3.09,Yes,10,75,3.27,Yes,2,4944.22,4.25,Public,Neutral,3,No,High School,Near,Male,68,47848
16,88,1.97,3.9,No,7,55,6.11,Yes,3,4180.73,3.25,Public,Neutral,3,No,Postgraduate,Near,Male,66,49997
27,88,4.79,4.1,No,7,67,6.88,Yes,3,8805.06,4.28,Public,Neutral,4,No,College,Far,Male,71,28180
29,80,4.48,8.47,Yes,8,52,6.56,Yes,4,4454.55,5.95,Public,Positive,4,No,High School,Moderate,Female,71,37828
17,97,4.48,9.47,No,7,77,5.57,Yes,0,1732.89,6.08,Private,Negative,4,No,College,Far,Male,68,49981
15,80,7.03,1.58,No,9,56,7.17,Yes,3,6628.5,6.61,Public,Neutral,3,Yes,High School,Near,Female,64,38248
23,78,4.23,3.56,Yes,10,74,0.92,Yes,3,6625.64,6.73,Public,Negative,4,No,High School,Moderate,Male,67,84179
17,68,7.18,3.37,Yes,4,65,7.5,Yes,0,4348.72,6.97,Private,Positive,2,No,High School,Moderate,Male,64,23960
24,72,8.1,2.41,Yes,8,88,8.8,Yes,3,4713.33,4.59,Public,Positive,2,No,High School,Near,Female,68,39703
21,62,5.7,2.04,No,6,74,9.12,Yes,0,4898.35,9.83,Private,Positive,3,Yes,Postgraduate,Far,Male,62,30184
11,85,5.84,2.44,Yes,4,92,0.69,Yes,0,4528.64,7.27,Public,Neutral,1,No,College,Near,Male,64,64455
29,70,1.55,8.44,No,8,97,2.83,Yes,3,4782.53,9.03,Public,Positive,3,No,Postgraduate,Moderate,Male,70,92659
31,72,5.62,4.29,No,8,98,7.31,Yes,0,3846.79,4.05,Public,Neutral,4,No,College,Far,Male,68,97933
16,91,5.61,3.06,No,8,63,9.5,Yes,2,6496.88,9.42,Public,Neutral,3,No,College,Near,Female,69,50054
18,73,1.68,4.33,Yes,8,88,0.43,Yes,3,1401.21,4.61,Public,Positive,4,No,College,Moderate,Male,65,24295
22,70,4.23,9.51,Yes,8,72,5.32,Yes,2,8325.1,4.18,Public,Neutral,3,No,High School,Near,Male,67,18499
22,67,7.5,4.36,No,6,71,2.14,Yes,2,6467.11,0.0,Public,Positive,2,No,College,Moderate,Male,65,39357
24,91,7.75,3.39,No,7,93,0.68,Yes,0,6276.14,4.72,Public,Positive,2,No,High School,Moderate,Male,71,68140
32,65,5.71,2.97,Yes,8,57,0.95,Yes,2,1016.52,5.87,Public,Positive,3,No,High School,Moderate,Female,65,59374
19,78,5.57,3.32,Yes,9,74,2.88,Yes,2,1000.93,6.55,Public,Positive,5,No,High School,Moderate,Female,66,50321
15,80,8.47,4.87,No,7,80,4.51,Yes,0,2425.22,3.93,Public,Neutral,5,No,High School,Near,Female,65,71701
12,87,4.94,4.97,Yes,7,53,0.37,Yes,2,5858.44,4.16,Private,Neutral,1,No,College,Near,Male,65,67571
16,85,2.99,4.0,No,7,93,7.25,Yes,1,6384.91,9.48,Public,Positive,3,No,High School,Near,Male,68,31176
20,92,5.79,4.37,Yes,5,66,5.95,Yes,2,4643.02,4.85,Public,Negative,2,Yes,College,Moderate,Male,68,96769
31,62,8.39,3.96,No,8,83,6.04,Yes,0,6629.67,8.47,Private,Neutral,2,Yes,College,Near,Female,67,62570
17,72,2.87,3.2,Yes,5,96,9.43,Yes,3,9887.77,4.15,Public,Negative,3,No,High School,Moderate,Male,65,26979
21,71,4.95,1.01,No,8,86,4.56,Yes,2,6047.84,8.21,Public,Neutral,2,No,College,Near,Male,66,90317
20,66,4.41,4.66,Yes,7,94,0.42,Yes,0,5858.48,2.22,Public,Neutral,4,No,High School,Moderate,Female,63,80940
27,72,8.85,9.23,Yes,5,53,6.67,Yes,1,7500.39,5.2,Private,Neutral,5,No,Postgraduate,,Male,70,33018
35,72,7.38,8.28,Yes,5,75,4.79,Yes,1,4033.89,5.13,Public,Positive,5,No,College,Moderate,Male,72,38974
17,81,5.98,9.86,No,6,78,6.71,Yes,2,3707.15,6.38,Private,Positive,2,No,High School,Moderate,Male,67,77951
17,87,8.44,2.27,Yes,6,84,5.97,Yes,0,5823.59,6.88,Public,Positive,3,No,College,Far,Male,67,56472
26,75,1.79,3.62,Yes,9,56,3.49,Yes,1,3789.7,4.86,Public,Positive,5,No,High School,Moderate,Male,66,25594
24,89,2.88,3.25,No,7,83,4.02,No,1,3519.68,3.63,Public,Neutral,3,No,High School,Moderate,Male,66,62456
31,73,8.19,3.38,Yes,8,57,4.38,Yes,2,3554.41,8.1,Public,Neutral,4,No,High School,Far,Male,69,86881
24,72,5.83,2.15,Yes,9,53,6.99,Yes,0,3258.59,8.09,Private,Neutral,4,Yes,High School,Moderate,Male,62,54927
18,82,1.09,3.53,No,9,73,2.17,Yes,2,4981.81,6.5,Public,Positive,4,No,College,Near,Female,66,62012
24,61,5.94,3.04,No,7,80,7.84,Yes,0,4701.75,5.88,Public,Positive,3,No,Postgraduate,Moderate,Male,64,59954
27,63,7.11,4.67,Yes,6,98,5.98,Yes,1,1944.84,8.64,Public,Positive,2,No,High School,Moderate,Female,67,61224
25,77,8.85,7.97,No,8,85,6.42,Yes,2,5566.95,6.28,Public,Positive,1,No,College,Near,Male,71,17167
23,98,8.03,4.91,Yes,6,80,6.96,Yes,1,6819.7,6.64,Public,Positive,2,No,,Moderate,Male,73,47999
26,89,5.7,2.19,Yes,10,61,0.1,Yes,0,6747.35,7.6,Public,Neutral,3,No,High School,Moderate,Female,68,47007
27,64,8.65,2.44,Yes,8,58,6.42,Yes,2,8889.02,8.38,Public,Neutral,1,No,Postgraduate,Far,Male,66,80389
28,94,5.16,9.06,Yes,7,80,4.57,Yes,3,1350.91,7.23,Public,Positive,4,No,Postgraduate,Far,Male,75,35858
24,89,4.48,9.79,Yes,8,61,3.51,Yes,1,3997.16,8.67,Public,Positive,3,No,Postgraduate,Near,Female,72,31085
19,84,7.58,2.78,Yes,7,85,5.82,Yes,1,9608.45,4.55,Private,Neutral,3,No,High School,Near,Male,68,91537
21,93,4.24,4.19,Yes,6,56,5.96,No,1,2894.84,6.84,Public,Positive,3,No,High School,Near,Male,68,61715
27,76,1.83,9.58,Yes,8,67,5.41,Yes,1,4327.68,4.4,Public,Positive,4,No,High School,Near,Male,69,60330
15,69,4.78,4.54,Yes,7,89,5.81,Yes,1,4284.68,7.25,Public,Negative,2,No,College,Moderate,Female,63,61007
22,80,4.52,7.43,Yes,10,92,3.61,Yes,0,4462.93,9.35,Public,Positive,2,No,High School,Near,Female,70,59638
18,82,2.72,4.58,Yes,6,67,0.3,Yes,1,7569.3,0.05,Private,Positive,3,No,Postgraduate,Moderate,Male,66,83375
20,82,1.19,2.41,Yes,8,60,6.61,Yes,3,6672.08,9.94,Public,Positive,4,No,High School,Moderate,Male,66,53432
28,83,5.06,7.27,No,6,98,5.55,Yes,1,2129.34,7.84,Private,Neutral,2,No,Postgraduate,Moderate,Male,72,18216
21,98,2.28,4.24,No,6,88,4.73,Yes,1,4169.09,3.5,Public,Neutral,3,No,Postgraduate,Near,Male,71,40477
20,96,8.42,3.13,No,4,90,5.48,Yes,3,3058.33,4.54,Private,Neutral,2,No,College,Near,Male,72,97277
12,95,5.31,3.03,No,8,61,9.36,Yes,4,8084.41,8.15,Private,Neutral,1,No,College,Near,Male,69,44713
24,92,1.22,7.72,Yes,6,71,2.42,Yes,2,4956.04,9.5,Public,Positive,2,No,High School,Near,Male,71,90286
24,98,5.24,1.74,No,9,53,3.68,Yes,3,7491.9,1.86,Private,Negative,2,No,Postgraduate,Far,Male,69,96956
33,64,8.16,4.83,No,8,55,4.18,Yes,1,6051.48,9.57,Public,Neutral,3,No,College,Moderate,Female,68,90729
18,71,2.7,2.09,Yes,7,61,1.22,Yes,2,4583.19,6.71,Public,Negative,4,No,College,Near,Male,61,12042
21,80,4.92,9.69,No,5,65,8.76,Yes,2,6982.9,2.37,Private,Neutral,1,No,Postgraduate,Moderate,Male,68,78479
21,94,8.85,3.99,Yes,8,100,2.03,Yes,0,4198.91,4.11,Public,Neutral,3,No,Postgraduate,Near,Male,72,16650
29,80,5.47,4.39,Yes,6,71,4.63,Yes,0,6784.37,5.32,Public,Positive,3,No,College,Moderate,Female,70,98918
19,90,8.64,4.6,Yes,5,85,9.68,Yes,0,6570.63,9.92,Private,Positive,5,No,Postgraduate,Near,Female,73,10323
22,66,4.25,8.04,No,8,95,1.69,Yes,3,5925.23,4.45,Private,Positive,3,No,High School,Moderate,Female,67,62761
24,70,5.13,8.56,No,5,62,4.13,Yes,2,3622.09,6.23,Private,Negative,4,Yes,College,Near,Male,65,15497
21,89,4.58,4.03,No,4,57,4.19,Yes,1,9343.35,5.72,Private,Positive,2,No,High School,Near,Female,68,64105
17,67,2.99,8.92,Yes,9,62,7.18,Yes,3,5939.13,4.94,Public,Positive,3,No,High School,Near,Male,65,93968
21,74,7.01,3.1,No,6,94,3.05,Yes,1,3419.9,8.31,Public,Positive,1,No,High School,Near,Male,97,60825
26,71,7.51,2.26,Yes,4,83,2.24,Yes,1,4888.81,4.19,Public,Negative,3,No,College,Moderate,Male,66,15157
14,74,8.43,7.32,Yes,6,73,8.47,Yes,2,4046.96,5.66,Private,Neutral,3,No,High School,Near,Female,67,26167
21,88,7.84,3.08,No,6,91,4.77,Yes,2,8911.11,5.96,Public,Neutral,1,No,High School,Moderate,Female,70,25874
16,75,8.24,3.23,Yes,9,62,4.97,Yes,3,1653.87,6.97,Public,Positive,4,No,High School,Moderate,Female,66,30427
27,82,4.07,7.2,Yes,5,62,0.08,Yes,1,2145.52,9.86,Private,Neutral,4,No,High School,Moderate,Female,69,80871
11,64,7.67,3.39,Yes,5,78,1.59,Yes,2,4738.76,9.37,Private,Neutral,4,No,College,Moderate,Male,62,59054
17,92,5.59,1.97,Yes,8,90,8.43,Yes,1,7229.49,0.56,Public,Negative,3,No,High School,Near,Male,68,87844
22,75,5.13,9.33,Yes,6,63,0.15,Yes,1,2178.83,6.41,Public,Positive,2,No,College,Near,Male,67,18831
29,86,4.72,4.68,Yes,7,61,3.18,Yes,0,5415.83,6.62,Public,Negative,4,No,High School,Far,Female,68,31674
20,89,8.28,3.64,Yes,6,74,4.35,Yes,1,1082.77,7.84,Private,Neutral,2,No,High School,Moderate,Male,69,33559
17,68,4.42,3.13,Yes,10,57,4.63,Yes,1,7015.05,6.54,Private,Positive,1,Yes,High School,Moderate,Female,62,82553
31,95,7.26,3.59,Yes,5,87,5.86,Yes,2,4500.84,6.52,Public,Neutral,3,No,Postgraduate,Moderate,Male,75,39974
11,85,5.33,3.47,No,7,79,0.86,Yes,2,9222.87,1.71,Public,Positive,3,No,High School,Near,Male,65,84253
7,77,7.05,4.64,No,9,76,6.02,Yes,2,5056.72,9.82,Public,Negative,3,No,College,Moderate,Male,63,95920
23,67,8.36,3.19,No,6,94,0.04,Yes,1,4299.55,6.02,Public,Positive,2,No,College,Far,Male,66,29606
17,98,2.21,8.35,No,6,87,7.13,No,3,4012.95,5.59,Private,Positive,5,No,College,Near,Female,71,65303
14,90,8.4,3.06,Yes,8,57,5.21,Yes,0,4243.48,6.11,Public,Positive,3,Yes,College,Moderate,Male,66,26126
24,68,5.73,4.1,No,9,71,4.47,Yes,2,6621.6,6.72,Public,Neutral,4,No,College,Near,Male,66,78630
21,74,4.29,7.32,No,6,66,2.65,Yes,1,6210.1,7.44,Private,Negative,4,No,High School,Near,Male,66,16263
17,92,7.45,8.13,Yes,9,90,6.67,Yes,1,7627.66,1.37,Public,Positive,3,No,,Moderate,Male,71,46426
12,88,4.53,3.67,Yes,7,86,8.21,Yes,3,4512.88,7.13,Public,Positive,3,Yes,High School,Moderate,Male,68,92626
25,91,5.41,3.65,No,8,74,7.4,Yes,1,5402.77,9.46,Private,Positive,3,No,College,Moderate,Male,71,51089
24,78,5.14,4.89,Yes,9,91,2.27,Yes,0,7651.42,8.59,Public,Negative,3,No,Postgraduate,Far,Female,68,16240
19,89,2.6,4.14,No,8,71,6.01,Yes,2,2973.99,9.75,Public,Positive,4,No,High School,Near,Male,68,72192
31,75,4.77,4.89,No,7,90,2.15,Yes,2,5289.45,8.8,Public,Neutral,2,Yes,High School,Moderate,Male,68,21611
14,68,5.14,4.13,Yes,6,52,6.1,Yes,2,2522.72,6.78,Public,Positive,2,No,College,Near,Male,62,29687
11,85,7.76,2.17,Yes,10,57,7.21,Yes,0,5739.37,7.72,Public,Neutral,5,No,High School,Near,Male,65,74322
16,99,1.43,9.51,No,6,88,7.65,Yes,2,4710.01,1.1,Public,Neutral,3,No,Postgraduate,Near,Male,71,94322
20,72,4.33,9.15,Yes,7,56,2.39,Yes,0,1480.59,4.39,Public,Negative,6,Yes,College,Moderate,Male,63,54872
21,78,7.88,4.2,No,8,84,0.34,Yes,1,9867.13,2.53,Public,Positive,4,No,High School,Near,Male,68,83598
19,87,8.77,1.22,Yes,8,86,2.6,Yes,1,4996.49,8.83,Public,Positive,4,No,High School,Moderate,Female,69,57668
22,82,8.5,8.72,No,10,83,5.17,Yes,1,2704.7,9.91,Private,Neutral,2,Yes,College,Moderate,Male,69,46097
12,94,4.14,9.56,Yes,7,91,2.06,Yes,3,5122.34,6.54,Private,Positive,3,No,Postgraduate,Near,Female,71,10458
29,90,4.94,8.69,No,7,76,6.11,Yes,0,2121.82,4.59,Public,Neutral,1,No,Postgraduate,Moderate,Female,71,44473
20,62,5.51,3.61,Yes,9,95,1.49,Yes,0,5764.63,6.3,Private,Neutral,3,Yes,High School,Near,Male,62,34280
27,100,1.09,1.11,Yes,7,78,2.11,Yes,2,4134.21,4.12,Public,Negative,2,No,High School,Near,Male,70,80624
22,90,8.74,9.53,No,8,75,9.37,Yes,1,1009.39,0.48,Private,Neutral,3,No,College,Moderate,Male,70,43679
23,95,5.86,3.65,Yes,7,75,6.11,Yes,2,7065.44,6.85,Public,Positive,2,No,College,Near,Male,73,78643
23,86,4.64,7.09,Yes,8,96,2.26,Yes,3,6986.92,5.7,Private,Positive,2,No,High School,Moderate,Female,71,81165
23,94,5.13,2.31,Yes,8,62,4.92,Yes,2,4622.66,4.16,Public,Positive,0,No,Postgraduate,Moderate,Female,69,63438
24,64,4.47,8.67,Yes,6,85,10.0,Yes,0,7135.25,1.87,Private,Neutral,3,Yes,Postgraduate,,Male,66,79662
28,74,5.74,2.8,Yes,4,62,4.0,Yes,1,1512.45,6.22,Private,Neutral,3,No,High School,Moderate,Male,65,96300
21,95,7.23,3.21,No,4,55,4.82,Yes,2,4194.88,9.62,Private,Neutral,1,No,College,Near,Male,71,89810
24,68,6.0,3.88,Yes,4,98,7.02,Yes,2,4944.87,9.73,Public,Negative,2,No,High School,Near,Male,68,81163
19,63,5.92,7.64,Yes,7,56,6.24,Yes,2,4028.08,5.17,Private,Positive,3,No,High School,Near,Female,64,10840
29,92,2.66,1.85,Yes,4,84,6.39,Yes,2,1273.87,5.76,Public,Negative,3,No,Postgraduate,Near,Male,71,61701
16,93,2.61,3.48,No,7,71,6.55,Yes,0,5884.34,9.96,Public,Positive,2,No,High School,Near,Male,67,16541
31,67,4.89,2.28,No,7,92,7.47,Yes,2,5183.04,5.7,Public,Negative,3,No,High School,Far,Female,66,94089
20,94,1.31,9.11,Yes,8,89,4.77,Yes,1,3719.67,4.91,Public,Positive,4,No,High School,Near,Male,71,57257
11,87,1.76,3.92,No,8,57,7.82,Yes,0,4008.74,4.0,Public,Negative,2,No,High School,Moderate,Male,62,60181
21,81,7.22,4.47,No,8,73,6.37,Yes,3,3061.01,5.01,Public,Positive,2,Yes,High School,Near,Male,67,75184
16,93,5.7,1.39,Yes,8,51,3.03,Yes,3,1482.85,5.39,Public,Neutral,2,No,College,Near,Male,67,10093
25,77,1.8,4.5,Yes,7,71,3.31,Yes,0,4969.25,5.96,Public,Negative,3,No,High School,Near,Female,66,32204
16,68,1.51,4.23,Yes,7,85,7.5,Yes,1,3394.79,7.09,Private,Positive,3,No,Postgraduate,Moderate,Female,64,21323
17,71,1.48,3.44,Yes,6,62,3.18,Yes,2,2552.09,4.63,Public,Neutral,3,Yes,College,Near,Male,62,72452
9,80,5.97,7.79,No,7,91,2.39,Yes,1,6837.31,5.87,Public,Neutral,3,No,College,Near,Female,65,66200
17,81,5.86,1.81,Yes,5,53,0.06,Yes,0,5577.31,4.02,Public,Neutral,1,No,College,Near,Male,63,36788
5,92,5.93,3.81,Yes,9,52,6.6,Yes,2,9848.4,6.26,Private,Neutral,4,Yes,College,Moderate,Female,64,45506
10,92,1.94,8.48,Yes,6,51,1.61,Yes,1,5173.69,6.86,Private,Neutral,3,No,High School,Near,Female,65,87745
25,83,5.7,9.92,No,7,64,6.64,Yes,0,1780.37,6.54,Public,Neutral,2,No,College,Moderate,Male,68,91003
25,91,5.8,8.92,Yes,7,73,6.13,Yes,2,2950.42,6.88,Public,Positive,3,No,High School,Near,Female,72,92992
23,68,5.16,3.07,Yes,9,55,6.46,Yes,0,3180.77,6.55,Public,Positive,3,No,College,Moderate,Male,64,29474
14,62,8.96,4.65,No,4,100,2.46,Yes,1,4053.69,6.05,Public,Neutral,3,No,High School,Near,Male,62,30682
20,95,4.18,1.43,Yes,7,100,1.12,No,3,2726.39,6.27,Private,Neutral,2,No,High School,Near,Female,69,95310
20,63,1.78,2.43,Yes,8,76,5.11,Yes,3,5242.28,5.19,Public,Neutral,4,No,Postgraduate,Near,Female,64,96252
13,70,7.02,4.46,No,10,78,4.47,Yes,1,2868.18,6.2,Public,Negative,2,No,High School,Far,Female,61,85417
29,88,4.91,9.0,No,7,96,2.16,Yes,2,2414.08,0.37,Public,Positive,2,No,High School,Near,Female,72,85058
25,76,4.77,2.71,Yes,6,88,2.07,Yes,1,6484.35,6.33,Private,Negative,3,No,College,Far,Male,66,90711
19,95,8.75,1.93,No,10,58,1.68,Yes,2,8100.18,5.21,Public,Positive,3,No,High School,Near,Male,69,51415
20,72,5.96,4.93,No,8,90,7.22,No,2,3277.72,2.66,Private,Neutral,2,No,College,Near,Female,65,39455
21,60,8.54,4.1,Yes,9,62,6.17,Yes,2,3451.36,6.67,Public,Positive,3,No,High School,Near,Male,64,39844
8,72,1.2,4.13,Yes,5,72,5.39,Yes,3,9780.27,3.14,Private,Positive,4,No,High School,Near,Female,62,56897
19,83,4.83,3.86,No,8,77,8.28,Yes,1,3729.8,5.56,Public,Positive,4,No,High School,Far,Male,66,91808
16,75,1.7,2.2,Yes,5,86,4.08,Yes,0,1137.71,6.04,Public,Positive,1,No,College,Moderate,Female,62,73911
14,81,5.53,3.18,Yes,5,58,7.08,Yes,3,1125.07,9.07,Public,Negative,4,No,Postgraduate,Moderate,Male,66,54299
18,95,5.68,8.55,No,8,54,4.46,Yes,2,7766.24,6.04,Public,Neutral,3,No,College,Moderate,Female,70,39939
31,96,4.07,3.32,Yes,8,93,1.16,Yes,3,3863.13,6.72,Public,Positive,3,No,High School,Near,Male,75,87005
24,71,2.94,7.88,Yes,6,91,3.41,Yes,3,7183.54,4.98,Public,Neutral,2,No,High School,Far,Female,67,88663
17,78,1.64,4.57,Yes,9,76,1.84,Yes,4,4381.04,5.37,Public,Positive,2,No,College,Near,Male,66,54799
23,82,4.22,9.01,No,6,83,4.2,Yes,2,4057.12,4.17,Private,Positive,3,No,Postgraduate,Moderate,Male,71,52044
